"date","births","year","month","day_of_month","day_of_week"
1974-05-17,8873,1974,"May",17,"Fri"
1974-05-18,7667,1974,"May",18,"Sat"
1974-05-19,6896,1974,"May",19,"Sun"
1974-05-20,8793,1974,"May",20,"Mon"
1974-05-21,9061,1974,"May",21,"Tue"
1974-05-22,8776,1974,"May",22,"Wed"
1974-05-23,8577,1974,"May",23,"Thu"
1974-05-24,8924,1974,"May",24,"Fri"
1974-05-25,7593,1974,"May",25,"Sat"
1974-05-26,6932,1974,"May",26,"Sun"
1974-05-27,7460,1974,"May",27,"Mon"
1974-05-28,8570,1974,"May",28,"Tue"
1974-05-29,9063,1974,"May",29,"Wed"
1974-05-30,8958,1974,"May",30,"Thu"
1974-05-31,9050,1974,"May",31,"Fri"
1974-06-01,7448,1974,"Jun",1,"Sat"
1974-06-02,7046,1974,"Jun",2,"Sun"
1974-06-03,8314,1974,"Jun",3,"Mon"
1974-06-04,8910,1974,"Jun",4,"Tue"
1974-06-05,8737,1974,"Jun",5,"Wed"
1974-06-06,8599,1974,"Jun",6,"Thu"
1974-06-07,9110,1974,"Jun",7,"Fri"
1974-06-08,7471,1974,"Jun",8,"Sat"
1974-06-09,7181,1974,"Jun",9,"Sun"
1974-06-10,8939,1974,"Jun",10,"Mon"
1974-06-11,8754,1974,"Jun",11,"Tue"
1974-06-12,8603,1974,"Jun",12,"Wed"
1974-06-13,8456,1974,"Jun",13,"Thu"
1974-06-14,8898,1974,"Jun",14,"Fri"
1974-06-15,7666,1974,"Jun",15,"Sat"
1974-06-16,7211,1974,"Jun",16,"Sun"
1974-06-17,8676,1974,"Jun",17,"Mon"
1974-06-18,9016,1974,"Jun",18,"Tue"
1974-06-19,8864,1974,"Jun",19,"Wed"
1974-06-20,8833,1974,"Jun",20,"Thu"
1974-06-21,9364,1974,"Jun",21,"Fri"
1974-06-22,8003,1974,"Jun",22,"Sat"
1974-06-23,7162,1974,"Jun",23,"Sun"
1974-06-24,8503,1974,"Jun",24,"Mon"
1974-06-25,9038,1974,"Jun",25,"Tue"
1974-06-26,8999,1974,"Jun",26,"Wed"
1974-06-27,8882,1974,"Jun",27,"Thu"
1974-06-28,9089,1974,"Jun",28,"Fri"
1974-06-29,8011,1974,"Jun",29,"Sat"
1974-06-30,7531,1974,"Jun",30,"Sun"
1974-07-01,9220,1974,"Jul",1,"Mon"
1974-07-02,9923,1974,"Jul",2,"Tue"
1974-07-03,9693,1974,"Jul",3,"Wed"
1974-07-04,7924,1974,"Jul",4,"Thu"
1974-07-05,9051,1974,"Jul",5,"Fri"
1974-07-06,8285,1974,"Jul",6,"Sat"
1974-07-07,7626,1974,"Jul",7,"Sun"
1974-07-08,9472,1974,"Jul",8,"Mon"
1974-07-09,9860,1974,"Jul",9,"Tue"
1974-07-10,9423,1974,"Jul",10,"Wed"
1974-07-11,9218,1974,"Jul",11,"Thu"
1974-07-12,9283,1974,"Jul",12,"Fri"
1974-07-13,8228,1974,"Jul",13,"Sat"
1974-07-14,7605,1974,"Jul",14,"Sun"
1974-07-15,9267,1974,"Jul",15,"Mon"
1974-07-16,9697,1974,"Jul",16,"Tue"
1974-07-17,9419,1974,"Jul",17,"Wed"
1974-07-18,9122,1974,"Jul",18,"Thu"
1974-07-19,9523,1974,"Jul",19,"Fri"
1974-07-20,8471,1974,"Jul",20,"Sat"
1974-07-21,7433,1974,"Jul",21,"Sun"
1974-07-22,9314,1974,"Jul",22,"Mon"
1974-07-23,10110,1974,"Jul",23,"Tue"
1974-07-24,9327,1974,"Jul",24,"Wed"
1974-07-25,9263,1974,"Jul",25,"Thu"
1974-07-26,9574,1974,"Jul",26,"Fri"
1974-07-27,8492,1974,"Jul",27,"Sat"
1974-07-28,7872,1974,"Jul",28,"Sun"
1974-07-29,9454,1974,"Jul",29,"Mon"
1974-07-30,9821,1974,"Jul",30,"Tue"
1974-07-31,9591,1974,"Jul",31,"Wed"
1974-08-01,9707,1974,"Aug",1,"Thu"
1974-08-02,9636,1974,"Aug",2,"Fri"
1974-08-03,8470,1974,"Aug",3,"Sat"
1974-08-04,7813,1974,"Aug",4,"Sun"
1974-08-05,9124,1974,"Aug",5,"Mon"
1974-08-06,9967,1974,"Aug",6,"Tue"
1974-08-07,9616,1974,"Aug",7,"Wed"
1974-08-08,9550,1974,"Aug",8,"Thu"
1974-08-09,9696,1974,"Aug",9,"Fri"
1974-08-10,8431,1974,"Aug",10,"Sat"
1974-08-11,7724,1974,"Aug",11,"Sun"
1974-08-12,9643,1974,"Aug",12,"Mon"
1974-08-13,10213,1974,"Aug",13,"Tue"
1974-08-14,9586,1974,"Aug",14,"Wed"
1974-08-15,9825,1974,"Aug",15,"Thu"
1974-08-16,9835,1974,"Aug",16,"Fri"
1974-08-17,8556,1974,"Aug",17,"Sat"
1974-08-18,8073,1974,"Aug",18,"Sun"
1974-08-19,9582,1974,"Aug",19,"Mon"
1974-08-20,10153,1974,"Aug",20,"Tue"
1974-08-21,9711,1974,"Aug",21,"Wed"
1974-08-22,9335,1974,"Aug",22,"Thu"
1974-08-23,9795,1974,"Aug",23,"Fri"
1974-08-24,8486,1974,"Aug",24,"Sat"
1974-08-25,7854,1974,"Aug",25,"Sun"
1974-08-26,9556,1974,"Aug",26,"Mon"
1974-08-27,10075,1974,"Aug",27,"Tue"
1974-08-28,9599,1974,"Aug",28,"Wed"
1974-08-29,9544,1974,"Aug",29,"Thu"
1974-08-30,9780,1974,"Aug",30,"Fri"
1974-08-31,8537,1974,"Aug",31,"Sat"
1974-09-01,7909,1974,"Sep",1,"Sun"
1974-09-02,7969,1974,"Sep",2,"Mon"
1974-09-03,9471,1974,"Sep",3,"Tue"
1974-09-04,9980,1974,"Sep",4,"Wed"
1974-09-05,9581,1974,"Sep",5,"Thu"
1974-09-06,9727,1974,"Sep",6,"Fri"
1974-09-07,8550,1974,"Sep",7,"Sat"
1974-09-08,7889,1974,"Sep",8,"Sun"
1974-09-09,9796,1974,"Sep",9,"Mon"
1974-09-10,10074,1974,"Sep",10,"Tue"
1974-09-11,9797,1974,"Sep",11,"Wed"
1974-09-12,9832,1974,"Sep",12,"Thu"
1974-09-13,9868,1974,"Sep",13,"Fri"
1974-09-14,8869,1974,"Sep",14,"Sat"
1974-09-15,8266,1974,"Sep",15,"Sun"
1974-09-16,10050,1974,"Sep",16,"Mon"
1974-09-17,10275,1974,"Sep",17,"Tue"
1974-09-18,10033,1974,"Sep",18,"Wed"
1974-09-19,9982,1974,"Sep",19,"Thu"
1974-09-20,10324,1974,"Sep",20,"Fri"
1974-09-21,9004,1974,"Sep",21,"Sat"
1974-09-22,8622,1974,"Sep",22,"Sun"
1974-09-23,10137,1974,"Sep",23,"Mon"
1974-09-24,10375,1974,"Sep",24,"Tue"
1974-09-25,10043,1974,"Sep",25,"Wed"
1974-09-26,10129,1974,"Sep",26,"Thu"
1974-09-27,10288,1974,"Sep",27,"Fri"
1974-09-28,9243,1974,"Sep",28,"Sat"
1974-09-29,8585,1974,"Sep",29,"Sun"
1974-09-30,9975,1974,"Sep",30,"Mon"
1974-10-01,10274,1974,"Oct",1,"Tue"
1974-10-02,9895,1974,"Oct",2,"Wed"
1974-10-03,9767,1974,"Oct",3,"Thu"
1974-10-04,9842,1974,"Oct",4,"Fri"
1974-10-05,8693,1974,"Oct",5,"Sat"
1974-10-06,8092,1974,"Oct",6,"Sun"
1974-10-07,9756,1974,"Oct",7,"Mon"
1974-10-08,9808,1974,"Oct",8,"Tue"
1974-10-09,9505,1974,"Oct",9,"Wed"
1974-10-10,9695,1974,"Oct",10,"Thu"
1974-10-11,9717,1974,"Oct",11,"Fri"
1974-10-12,8335,1974,"Oct",12,"Sat"
1974-10-13,7767,1974,"Oct",13,"Sun"
1974-10-14,9205,1974,"Oct",14,"Mon"
1974-10-15,9572,1974,"Oct",15,"Tue"
1974-10-16,9211,1974,"Oct",16,"Wed"
1974-10-17,9311,1974,"Oct",17,"Thu"
1974-10-18,9453,1974,"Oct",18,"Fri"
1974-10-19,8186,1974,"Oct",19,"Sat"
1974-10-20,7472,1974,"Oct",20,"Sun"
1974-10-21,9013,1974,"Oct",21,"Mon"
1974-10-22,9327,1974,"Oct",22,"Tue"
1974-10-23,8965,1974,"Oct",23,"Wed"
1974-10-24,8792,1974,"Oct",24,"Thu"
1974-10-25,9199,1974,"Oct",25,"Fri"
1974-10-26,8274,1974,"Oct",26,"Sat"
1974-10-27,7880,1974,"Oct",27,"Sun"
1974-10-28,8874,1974,"Oct",28,"Mon"
1974-10-29,9355,1974,"Oct",29,"Tue"
1974-10-30,9127,1974,"Oct",30,"Wed"
1974-10-31,8913,1974,"Oct",31,"Thu"
1974-11-01,9198,1974,"Nov",1,"Fri"
1974-11-02,8055,1974,"Nov",2,"Sat"
1974-11-03,7567,1974,"Nov",3,"Sun"
1974-11-04,8974,1974,"Nov",4,"Mon"
1974-11-05,9500,1974,"Nov",5,"Tue"
1974-11-06,9051,1974,"Nov",6,"Wed"
1974-11-07,8819,1974,"Nov",7,"Thu"
1974-11-08,8975,1974,"Nov",8,"Fri"
1974-11-09,7806,1974,"Nov",9,"Sat"
1974-11-10,7519,1974,"Nov",10,"Sun"
1974-11-11,9223,1974,"Nov",11,"Mon"
1974-11-12,9274,1974,"Nov",12,"Tue"
1974-11-13,8913,1974,"Nov",13,"Wed"
1974-11-14,9061,1974,"Nov",14,"Thu"
1974-11-15,9241,1974,"Nov",15,"Fri"
1974-11-16,7804,1974,"Nov",16,"Sat"
1974-11-17,7471,1974,"Nov",17,"Sun"
1974-11-18,9217,1974,"Nov",18,"Mon"
1974-11-19,9427,1974,"Nov",19,"Tue"
1974-11-20,9234,1974,"Nov",20,"Wed"
1974-11-21,9035,1974,"Nov",21,"Thu"
1974-11-22,9076,1974,"Nov",22,"Fri"
1974-11-23,8103,1974,"Nov",23,"Sat"
1974-11-24,7545,1974,"Nov",24,"Sun"
1974-11-25,8838,1974,"Nov",25,"Mon"
1974-11-26,9488,1974,"Nov",26,"Tue"
1974-11-27,9047,1974,"Nov",27,"Wed"
1974-11-28,7294,1974,"Nov",28,"Thu"
1974-11-29,8424,1974,"Nov",29,"Fri"
1974-11-30,7727,1974,"Nov",30,"Sat"
1974-12-01,7575,1974,"Dec",1,"Sun"
1974-12-02,9259,1974,"Dec",2,"Mon"
1974-12-03,9539,1974,"Dec",3,"Tue"
1974-12-04,9072,1974,"Dec",4,"Wed"
1974-12-05,8935,1974,"Dec",5,"Thu"
1974-12-06,9043,1974,"Dec",6,"Fri"
1974-12-07,7969,1974,"Dec",7,"Sat"
1974-12-08,7668,1974,"Dec",8,"Sun"
1974-12-09,8970,1974,"Dec",9,"Mon"
1974-12-10,9212,1974,"Dec",10,"Tue"
1974-12-11,9043,1974,"Dec",11,"Wed"
1974-12-12,9045,1974,"Dec",12,"Thu"
1974-12-13,8751,1974,"Dec",13,"Fri"
1974-12-14,7845,1974,"Dec",14,"Sat"
1974-12-15,7505,1974,"Dec",15,"Sun"
1974-12-16,9188,1974,"Dec",16,"Mon"
1974-12-17,9640,1974,"Dec",17,"Tue"
1974-12-18,9403,1974,"Dec",18,"Wed"
1974-12-19,9344,1974,"Dec",19,"Thu"
1974-12-20,9453,1974,"Dec",20,"Fri"
1974-12-21,7840,1974,"Dec",21,"Sat"
1974-12-22,7077,1974,"Dec",22,"Sun"
1974-12-23,8086,1974,"Dec",23,"Mon"
1974-12-24,7538,1974,"Dec",24,"Tue"
1974-12-25,6820,1974,"Dec",25,"Wed"
1974-12-26,8463,1974,"Dec",26,"Thu"
1974-12-27,9603,1974,"Dec",27,"Fri"
1974-12-28,8224,1974,"Dec",28,"Sat"
1974-12-29,7383,1974,"Dec",29,"Sun"
1974-12-30,9641,1974,"Dec",30,"Mon"
1974-12-31,9637,1974,"Dec",31,"Tue"
1975-01-01,7028,1975,"Jan",1,"Wed"
1975-01-02,7873,1975,"Jan",2,"Thu"
1975-01-03,8425,1975,"Jan",3,"Fri"
1975-01-04,7670,1975,"Jan",4,"Sat"
1975-01-05,7250,1975,"Jan",5,"Sun"
1975-01-06,8426,1975,"Jan",6,"Mon"
1975-01-07,8792,1975,"Jan",7,"Tue"
1975-01-08,8416,1975,"Jan",8,"Wed"
1975-01-09,8461,1975,"Jan",9,"Thu"
1975-01-10,8852,1975,"Jan",10,"Fri"
1975-01-11,7928,1975,"Jan",11,"Sat"
1975-01-12,7240,1975,"Jan",12,"Sun"
1975-01-13,8619,1975,"Jan",13,"Mon"
1975-01-14,9188,1975,"Jan",14,"Tue"
1975-01-15,8893,1975,"Jan",15,"Wed"
1975-01-16,8636,1975,"Jan",16,"Thu"
1975-01-17,9012,1975,"Jan",17,"Fri"
1975-01-18,7876,1975,"Jan",18,"Sat"
1975-01-19,7448,1975,"Jan",19,"Sun"
1975-01-20,8902,1975,"Jan",20,"Mon"
1975-01-21,9102,1975,"Jan",21,"Tue"
1975-01-22,8558,1975,"Jan",22,"Wed"
1975-01-23,8747,1975,"Jan",23,"Thu"
1975-01-24,8771,1975,"Jan",24,"Fri"
1975-01-25,8077,1975,"Jan",25,"Sat"
1975-01-26,7708,1975,"Jan",26,"Sun"
1975-01-27,8783,1975,"Jan",27,"Mon"
1975-01-28,9149,1975,"Jan",28,"Tue"
1975-01-29,8900,1975,"Jan",29,"Wed"
1975-01-30,8617,1975,"Jan",30,"Thu"
1975-01-31,8677,1975,"Jan",31,"Fri"
1975-02-01,7699,1975,"Feb",1,"Sat"
1975-02-02,7316,1975,"Feb",2,"Sun"
1975-02-03,8881,1975,"Feb",3,"Mon"
1975-02-04,9093,1975,"Feb",4,"Tue"
1975-02-05,8829,1975,"Feb",5,"Wed"
1975-02-06,8425,1975,"Feb",6,"Thu"
1975-02-07,8969,1975,"Feb",7,"Fri"
1975-02-08,7852,1975,"Feb",8,"Sat"
1975-02-09,7564,1975,"Feb",9,"Sun"
1975-02-10,8733,1975,"Feb",10,"Mon"
1975-02-11,9126,1975,"Feb",11,"Tue"
1975-02-12,8948,1975,"Feb",12,"Wed"
1975-02-13,8762,1975,"Feb",13,"Thu"
1975-02-14,9219,1975,"Feb",14,"Fri"
1975-02-15,7997,1975,"Feb",15,"Sat"
1975-02-16,7545,1975,"Feb",16,"Sun"
1975-02-17,8373,1975,"Feb",17,"Mon"
1975-02-18,9232,1975,"Feb",18,"Tue"
1975-02-19,8796,1975,"Feb",19,"Wed"
1975-02-20,8984,1975,"Feb",20,"Thu"
1975-02-21,8919,1975,"Feb",21,"Fri"
1975-02-22,7917,1975,"Feb",22,"Sat"
1975-02-23,7277,1975,"Feb",23,"Sun"
1975-02-24,8854,1975,"Feb",24,"Mon"
1975-02-25,9150,1975,"Feb",25,"Tue"
1975-02-26,8820,1975,"Feb",26,"Wed"
1975-02-27,8541,1975,"Feb",27,"Thu"
1975-02-28,8974,1975,"Feb",28,"Fri"
1975-03-01,7928,1975,"Mar",1,"Sat"
1975-03-02,7387,1975,"Mar",2,"Sun"
1975-03-03,8964,1975,"Mar",3,"Mon"
1975-03-04,9037,1975,"Mar",4,"Tue"
1975-03-05,8854,1975,"Mar",5,"Wed"
1975-03-06,8840,1975,"Mar",6,"Thu"
1975-03-07,9055,1975,"Mar",7,"Fri"
1975-03-08,7804,1975,"Mar",8,"Sat"
1975-03-09,7146,1975,"Mar",9,"Sun"
1975-03-10,8568,1975,"Mar",10,"Mon"
1975-03-11,9239,1975,"Mar",11,"Tue"
1975-03-12,8933,1975,"Mar",12,"Wed"
1975-03-13,8610,1975,"Mar",13,"Thu"
1975-03-14,9098,1975,"Mar",14,"Fri"
1975-03-15,7591,1975,"Mar",15,"Sat"
1975-03-16,7235,1975,"Mar",16,"Sun"
1975-03-17,9000,1975,"Mar",17,"Mon"
1975-03-18,9090,1975,"Mar",18,"Tue"
1975-03-19,8867,1975,"Mar",19,"Wed"
1975-03-20,8926,1975,"Mar",20,"Thu"
1975-03-21,9072,1975,"Mar",21,"Fri"
1975-03-22,8038,1975,"Mar",22,"Sat"
1975-03-23,7522,1975,"Mar",23,"Sun"
1975-03-24,8784,1975,"Mar",24,"Mon"
1975-03-25,9206,1975,"Mar",25,"Tue"
1975-03-26,8912,1975,"Mar",26,"Wed"
1975-03-27,8553,1975,"Mar",27,"Thu"
1975-03-28,8799,1975,"Mar",28,"Fri"
1975-03-29,7630,1975,"Mar",29,"Sat"
1975-03-30,7171,1975,"Mar",30,"Sun"
1975-03-31,8522,1975,"Mar",31,"Mon"
1975-04-01,8871,1975,"Apr",1,"Tue"
1975-04-02,8770,1975,"Apr",2,"Wed"
1975-04-03,8901,1975,"Apr",3,"Thu"
1975-04-04,8616,1975,"Apr",4,"Fri"
1975-04-05,7581,1975,"Apr",5,"Sat"
1975-04-06,7162,1975,"Apr",6,"Sun"
1975-04-07,8501,1975,"Apr",7,"Mon"
1975-04-08,9120,1975,"Apr",8,"Tue"
1975-04-09,8823,1975,"Apr",9,"Wed"
1975-04-10,8577,1975,"Apr",10,"Thu"
1975-04-11,8931,1975,"Apr",11,"Fri"
1975-04-12,7550,1975,"Apr",12,"Sat"
1975-04-13,7002,1975,"Apr",13,"Sun"
1975-04-14,8450,1975,"Apr",14,"Mon"
1975-04-15,9114,1975,"Apr",15,"Tue"
1975-04-16,8676,1975,"Apr",16,"Wed"
1975-04-17,8536,1975,"Apr",17,"Thu"
1975-04-18,9131,1975,"Apr",18,"Fri"
1975-04-19,7614,1975,"Apr",19,"Sat"
1975-04-20,7029,1975,"Apr",20,"Sun"
1975-04-21,8448,1975,"Apr",21,"Mon"
1975-04-22,8944,1975,"Apr",22,"Tue"
1975-04-23,8511,1975,"Apr",23,"Wed"
1975-04-24,8526,1975,"Apr",24,"Thu"
1975-04-25,8855,1975,"Apr",25,"Fri"
1975-04-26,7637,1975,"Apr",26,"Sat"
1975-04-27,7162,1975,"Apr",27,"Sun"
1975-04-28,8749,1975,"Apr",28,"Mon"
1975-04-29,9251,1975,"Apr",29,"Tue"
1975-04-30,8661,1975,"Apr",30,"Wed"
1975-05-01,8658,1975,"May",1,"Thu"
1975-05-02,8671,1975,"May",2,"Fri"
1975-05-03,7579,1975,"May",3,"Sat"
1975-05-04,7196,1975,"May",4,"Sun"
1975-05-05,8517,1975,"May",5,"Mon"
1975-05-06,8961,1975,"May",6,"Tue"
1975-05-07,8467,1975,"May",7,"Wed"
1975-05-08,8551,1975,"May",8,"Thu"
1975-05-09,8861,1975,"May",9,"Fri"
1975-05-10,7468,1975,"May",10,"Sat"
1975-05-11,7228,1975,"May",11,"Sun"
1975-05-12,9038,1975,"May",12,"Mon"
1975-05-13,9247,1975,"May",13,"Tue"
1975-05-14,8905,1975,"May",14,"Wed"
1975-05-15,8834,1975,"May",15,"Thu"
1975-05-16,8918,1975,"May",16,"Fri"
1975-05-17,8009,1975,"May",17,"Sat"
1975-05-18,7269,1975,"May",18,"Sun"
1975-05-19,8828,1975,"May",19,"Mon"
1975-05-20,9554,1975,"May",20,"Tue"
1975-05-21,9043,1975,"May",21,"Wed"
1975-05-22,9120,1975,"May",22,"Thu"
1975-05-23,9133,1975,"May",23,"Fri"
1975-05-24,7806,1975,"May",24,"Sat"
1975-05-25,7512,1975,"May",25,"Sun"
1975-05-26,7532,1975,"May",26,"Mon"
1975-05-27,8792,1975,"May",27,"Tue"
1975-05-28,8912,1975,"May",28,"Wed"
1975-05-29,8982,1975,"May",29,"Thu"
1975-05-30,9000,1975,"May",30,"Fri"
1975-05-31,7619,1975,"May",31,"Sat"
1975-06-01,7244,1975,"Jun",1,"Sun"
1975-06-02,8555,1975,"Jun",2,"Mon"
1975-06-03,8996,1975,"Jun",3,"Tue"
1975-06-04,8742,1975,"Jun",4,"Wed"
1975-06-05,8783,1975,"Jun",5,"Thu"
1975-06-06,9112,1975,"Jun",6,"Fri"
1975-06-07,7642,1975,"Jun",7,"Sat"
1975-06-08,7149,1975,"Jun",8,"Sun"
1975-06-09,8623,1975,"Jun",9,"Mon"
1975-06-10,8997,1975,"Jun",10,"Tue"
1975-06-11,8844,1975,"Jun",11,"Wed"
1975-06-12,8954,1975,"Jun",12,"Thu"
1975-06-13,8763,1975,"Jun",13,"Fri"
1975-06-14,7991,1975,"Jun",14,"Sat"
1975-06-15,7271,1975,"Jun",15,"Sun"
1975-06-16,8681,1975,"Jun",16,"Mon"
1975-06-17,9212,1975,"Jun",17,"Tue"
1975-06-18,9050,1975,"Jun",18,"Wed"
1975-06-19,9115,1975,"Jun",19,"Thu"
1975-06-20,9039,1975,"Jun",20,"Fri"
1975-06-21,7959,1975,"Jun",21,"Sat"
1975-06-22,7413,1975,"Jun",22,"Sun"
1975-06-23,9159,1975,"Jun",23,"Mon"
1975-06-24,9400,1975,"Jun",24,"Tue"
1975-06-25,9114,1975,"Jun",25,"Wed"
1975-06-26,9024,1975,"Jun",26,"Thu"
1975-06-27,8955,1975,"Jun",27,"Fri"
1975-06-28,8129,1975,"Jun",28,"Sat"
1975-06-29,7413,1975,"Jun",29,"Sun"
1975-06-30,9051,1975,"Jun",30,"Mon"
1975-07-01,9516,1975,"Jul",1,"Tue"
1975-07-02,9340,1975,"Jul",2,"Wed"
1975-07-03,9393,1975,"Jul",3,"Thu"
1975-07-04,7917,1975,"Jul",4,"Fri"
1975-07-05,7988,1975,"Jul",5,"Sat"
1975-07-06,7714,1975,"Jul",6,"Sun"
1975-07-07,9474,1975,"Jul",7,"Mon"
1975-07-08,10078,1975,"Jul",8,"Tue"
1975-07-09,9417,1975,"Jul",9,"Wed"
1975-07-10,9224,1975,"Jul",10,"Thu"
1975-07-11,9451,1975,"Jul",11,"Fri"
1975-07-12,7853,1975,"Jul",12,"Sat"
1975-07-13,7399,1975,"Jul",13,"Sun"
1975-07-14,9295,1975,"Jul",14,"Mon"
1975-07-15,9624,1975,"Jul",15,"Tue"
1975-07-16,9370,1975,"Jul",16,"Wed"
1975-07-17,9486,1975,"Jul",17,"Thu"
1975-07-18,9468,1975,"Jul",18,"Fri"
1975-07-19,8370,1975,"Jul",19,"Sat"
1975-07-20,7815,1975,"Jul",20,"Sun"
1975-07-21,9519,1975,"Jul",21,"Mon"
1975-07-22,9965,1975,"Jul",22,"Tue"
1975-07-23,9751,1975,"Jul",23,"Wed"
1975-07-24,9498,1975,"Jul",24,"Thu"
1975-07-25,9495,1975,"Jul",25,"Fri"
1975-07-26,8132,1975,"Jul",26,"Sat"
1975-07-27,7952,1975,"Jul",27,"Sun"
1975-07-28,9373,1975,"Jul",28,"Mon"
1975-07-29,9872,1975,"Jul",29,"Tue"
1975-07-30,9389,1975,"Jul",30,"Wed"
1975-07-31,9460,1975,"Jul",31,"Thu"
1975-08-01,9708,1975,"Aug",1,"Fri"
1975-08-02,8578,1975,"Aug",2,"Sat"
1975-08-03,8075,1975,"Aug",3,"Sun"
1975-08-04,9590,1975,"Aug",4,"Mon"
1975-08-05,9617,1975,"Aug",5,"Tue"
1975-08-06,9653,1975,"Aug",6,"Wed"
1975-08-07,9266,1975,"Aug",7,"Thu"
1975-08-08,9253,1975,"Aug",8,"Fri"
1975-08-09,8016,1975,"Aug",9,"Sat"
1975-08-10,7686,1975,"Aug",10,"Sun"
1975-08-11,9395,1975,"Aug",11,"Mon"
1975-08-12,9824,1975,"Aug",12,"Tue"
1975-08-13,9493,1975,"Aug",13,"Wed"
1975-08-14,9568,1975,"Aug",14,"Thu"
1975-08-15,9643,1975,"Aug",15,"Fri"
1975-08-16,8505,1975,"Aug",16,"Sat"
1975-08-17,8045,1975,"Aug",17,"Sun"
1975-08-18,9115,1975,"Aug",18,"Mon"
1975-08-19,9524,1975,"Aug",19,"Tue"
1975-08-20,9480,1975,"Aug",20,"Wed"
1975-08-21,9278,1975,"Aug",21,"Thu"
1975-08-22,9443,1975,"Aug",22,"Fri"
1975-08-23,8365,1975,"Aug",23,"Sat"
1975-08-24,7982,1975,"Aug",24,"Sun"
1975-08-25,9414,1975,"Aug",25,"Mon"
1975-08-26,9907,1975,"Aug",26,"Tue"
1975-08-27,9457,1975,"Aug",27,"Wed"
1975-08-28,9371,1975,"Aug",28,"Thu"
1975-08-29,9587,1975,"Aug",29,"Fri"
1975-08-30,8281,1975,"Aug",30,"Sat"
1975-08-31,7660,1975,"Aug",31,"Sun"
1975-09-01,7804,1975,"Sep",1,"Mon"
1975-09-02,9425,1975,"Sep",2,"Tue"
1975-09-03,9529,1975,"Sep",3,"Wed"
1975-09-04,9313,1975,"Sep",4,"Thu"
1975-09-05,9525,1975,"Sep",5,"Fri"
1975-09-06,8466,1975,"Sep",6,"Sat"
1975-09-07,7982,1975,"Sep",7,"Sun"
1975-09-08,9253,1975,"Sep",8,"Mon"
1975-09-09,9662,1975,"Sep",9,"Tue"
1975-09-10,9265,1975,"Sep",10,"Wed"
1975-09-11,9342,1975,"Sep",11,"Thu"
1975-09-12,10013,1975,"Sep",12,"Fri"
1975-09-13,8310,1975,"Sep",13,"Sat"
1975-09-14,7745,1975,"Sep",14,"Sun"
1975-09-15,9382,1975,"Sep",15,"Mon"
1975-09-16,9813,1975,"Sep",16,"Tue"
1975-09-17,9591,1975,"Sep",17,"Wed"
1975-09-18,9743,1975,"Sep",18,"Thu"
1975-09-19,9910,1975,"Sep",19,"Fri"
1975-09-20,8541,1975,"Sep",20,"Sat"
1975-09-21,8217,1975,"Sep",21,"Sun"
1975-09-22,9570,1975,"Sep",22,"Mon"
1975-09-23,9933,1975,"Sep",23,"Tue"
1975-09-24,9579,1975,"Sep",24,"Wed"
1975-09-25,9430,1975,"Sep",25,"Thu"
1975-09-26,9579,1975,"Sep",26,"Fri"
1975-09-27,8632,1975,"Sep",27,"Sat"
1975-09-28,7971,1975,"Sep",28,"Sun"
1975-09-29,9396,1975,"Sep",29,"Mon"
1975-09-30,9665,1975,"Sep",30,"Tue"
1975-10-01,9740,1975,"Oct",1,"Wed"
1975-10-02,9435,1975,"Oct",2,"Thu"
1975-10-03,9286,1975,"Oct",3,"Fri"
1975-10-04,8310,1975,"Oct",4,"Sat"
1975-10-05,7965,1975,"Oct",5,"Sun"
1975-10-06,9181,1975,"Oct",6,"Mon"
1975-10-07,9464,1975,"Oct",7,"Tue"
1975-10-08,9252,1975,"Oct",8,"Wed"
1975-10-09,9229,1975,"Oct",9,"Thu"
1975-10-10,9212,1975,"Oct",10,"Fri"
1975-10-11,7985,1975,"Oct",11,"Sat"
1975-10-12,7601,1975,"Oct",12,"Sun"
1975-10-13,8897,1975,"Oct",13,"Mon"
1975-10-14,9209,1975,"Oct",14,"Tue"
1975-10-15,9234,1975,"Oct",15,"Wed"
1975-10-16,8725,1975,"Oct",16,"Thu"
1975-10-17,8983,1975,"Oct",17,"Fri"
1975-10-18,7719,1975,"Oct",18,"Sat"
1975-10-19,7334,1975,"Oct",19,"Sun"
1975-10-20,8604,1975,"Oct",20,"Mon"
1975-10-21,8919,1975,"Oct",21,"Tue"
1975-10-22,8572,1975,"Oct",22,"Wed"
1975-10-23,8633,1975,"Oct",23,"Thu"
1975-10-24,8886,1975,"Oct",24,"Fri"
1975-10-25,7697,1975,"Oct",25,"Sat"
1975-10-26,7442,1975,"Oct",26,"Sun"
1975-10-27,8597,1975,"Oct",27,"Mon"
1975-10-28,8761,1975,"Oct",28,"Tue"
1975-10-29,8713,1975,"Oct",29,"Wed"
1975-10-30,8527,1975,"Oct",30,"Thu"
1975-10-31,8548,1975,"Oct",31,"Fri"
1975-11-01,7716,1975,"Nov",1,"Sat"
1975-11-02,7222,1975,"Nov",2,"Sun"
1975-11-03,8811,1975,"Nov",3,"Mon"
1975-11-04,9002,1975,"Nov",4,"Tue"
1975-11-05,8614,1975,"Nov",5,"Wed"
1975-11-06,8813,1975,"Nov",6,"Thu"
1975-11-07,8913,1975,"Nov",7,"Fri"
1975-11-08,7924,1975,"Nov",8,"Sat"
