"performer","song","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_popularity","billboard_weeks"
"Ed Sheeran","Galway Girl",170826,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,4,81,5
"Wayne Fontana & The Mindbenders","Game Of Love",127093,0.575,0.843,9,-4.298,1,0.0328,0.0946,0,0.197,0.953,109.254,4,44,11
"Lil' Flip","Game Over (Flip)",232466,0.813,0.59,8,-8.998,1,0.378,0.00106,5.07e-05,0.0809,0.602,159.961,4,53,20
"The Game Featuring Keyshia Cole","Game's Pain",261773,0.75,0.76,6,-4.699,0,0.356,0.0915,0,0.072,0.414,96.989,4,48,7
"Inner Circle","Games People Play",208230,0.73,0.892,9,-5.298,1,0.17,0.0807,0,0.323,0.953,170.594,4,58,5
"Joe South","Games People Play",215160,0.33,0.693,9,-8.395,1,0.162,0.228,3e-05,0.274,0.592,174.377,4,44,12
"The Alan Parsons Project","Games People Play",263106,0.723,0.683,11,-10.517,0,0.0349,0.207,4.25e-06,0.133,0.693,132.023,4,55,23
"Eddie Fisher","Games That Lovers Play",153026,0.409,0.485,11,-9.945,1,0.0456,0.683,0,0.224,0.401,119.962,4,20,9
"Wayne Newton","Games That Lovers Play",153906,0.435,0.401,6,-14.346,1,0.0331,0.327,0.000236,0.0658,0.568,112.549,4,16,6
"Peter Gabriel","Games Without Frontiers",246973,0.744,0.726,6,-9.553,1,0.0553,0.385,1.38e-05,0.156,0.933,96.039,4,43,11
"Chuckii Booker","Games",325600,0.642,0.422,10,-13.782,0,0.046,0.0393,0.0101,0.107,0.642,185.834,4,45,12
"Luke Bryan","Games",176293,0.516,0.886,8,-3.368,0,0.104,0.179,0,0.135,0.882,157.907,4,55,5
"Phoebe Snow","Games",226828,0.551,0.491,11,-11.073,0,0.0264,0.277,1.15e-05,0.605,0.577,91.989,4,4,10
"Redeye","Games",206001,0.884,0.663,9,-7.952,0,0.0698,0.0747,0.0932,0.0607,0.655,96.27,5,0,14
"Migos","Gang Gang",181318,0.635,0.601,2,-9.837,1,0.144,0.272,0,0.112,0.515,180.046,4,63,1
"PSY","Gangnam Style",219493,0.736,0.939,11,-2.812,0,0.284,0.0055,0,0.0905,0.761,132.07,4,72,31
"Apache","Gangsta Bitch",284066,0.873,0.487,7,-14.872,1,0.412,0.141,0,0.269,0.611,97.445,4,43,10
"Big Tymers Featuring R. Kelly","Gangsta Girl",258946,0.846,0.627,8,-8.779,1,0.167,0.481,0,0.0825,0.902,152.03,4,24,9
"DRS","Gangsta Lean",322142,0.742,0.258,3,-11.885,0,0.0339,0.451,0,0.0926,0.476,82.576,3,39,20
"Eve Featuring Alicia Keys","Gangsta Lovin'",239266,0.728,0.826,1,-3.763,0,0.0604,0.0783,0,0.101,0.834,94.36,4,59,22
"Snoop Dogg Featuring The-Dream","Gangsta Luv",256546,0.59,0.735,2,-4.924,1,0.297,0.0277,0,0.0818,0.398,102.076,4,50,19
"Westside Connection Featuring Nate Dogg","Gangsta Nation",293053,0.843,0.7,9,-3.249,0,0.26,0.127,0,0.876,0.675,95.05,4,67,18
"Bell Biv DeVoe","Gangsta",269066,0.724,0.778,1,-8.924,1,0.0618,0.00151,0.112,0.387,0.768,112.518,4,24,17
"Kehlani","Gangsta",177028,0.439,0.447,10,-8.318,0,0.0436,0.111,0,0.303,0.11,121.48,4,71,12
"Westside Connection","Gangstas Make The World Go Round",272834,0.754,0.575,9,-8.22,1,0.366,0.0977,0,0.474,0.561,180.389,4,42,20
"Pop Smoke","Gangstas",160000,0.548,0.506,4,-7.434,0,0.102,0.203,1e-04,0.0788,0.557,119.987,5,73,2
"Vic Dana","Garden In The Rain",136346,0.312,0.369,6,-10.054,1,0.0381,0.73,0,0.0831,0.208,119.458,3,6,3
"Herb Alpert","Garden Party",316536,0.763,0.391,7,-12.171,1,0.0331,0.425,0.251,0.0581,0.888,89.588,4,12,4
"Jan & Arnie","Gas Money",144466,0.537,0.945,5,-5.634,1,0.0411,0.63,5.25e-06,0.281,0.959,79.049,4,4,2
"Sage The Gemini Featuring IamSu!","Gas Pedal",208160,0.843,0.538,1,-8.028,1,0.0833,0.0273,0,0.124,0.428,97.49,4,68,25
"Daddy Yankee","Gasolina",192600,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,4,78,20
"The Three Degrees","Gee Baby (I'm Sorry)",124200,0.412,0.358,11,-10.461,1,0.0269,0.872,0,0.125,0.533,106.036,4,9,5
"Carla Thomas","Gee Whiz (Look At His Eyes)",141840,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,3,34,14
"Bernadette Peters","Gee Whiz",156933,0.372,0.268,6,-12.62,1,0.0369,0.831,0,0.0872,0.339,130.194,4,8,13
"The Innocents","Gee Whiz",149226,0.645,0.131,4,-13.981,1,0.03,0.821,0,0.106,0.473,94.823,4,13,11
"George Hamilton IV","Gee",126453,0.607,0.332,0,-14.011,1,0.0294,0.593,2.23e-06,0.145,0.776,113.166,4,1,7
"Jan & Dean","Gee",95657,0.321,0.000581,5,-13.875,0,0.0399,0.129,0.634,0.111,0.0494,83.213,4,0,5
"The Pixies Three","Gee",143386,0.617,0.494,0,-13.96,1,0.0325,0.637,0,0.0857,0.92,92.474,4,2,3
"The Moody Blues","Gemini Dream",249546,0.653,0.85,10,-7.507,1,0.0303,0.313,0.0165,0.109,0.974,128.839,4,37,15
"Christina Aguilera","Genie In A Bottle",217573,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815,4,73,25
"Tom Tom Club","Genius Of Love",334360,0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,4,57,17
"Aretha Franklin","Gentle On My Mind",148906,0.506,0.501,7,-12.986,0,0.0556,0.741,0,0.108,0.618,85.617,4,25,3
"Glen Campbell","Gentle On My Mind",178626,0.597,0.415,3,-13.799,1,0.0323,0.189,0,0.123,0.826,108.987,4,59,16
"Patti Page","Gentle On My Mind",177200,0.652,0.471,7,-11.221,1,0.0323,0.83,0,0.318,0.828,114.542,4,18,16
"Bob Dylan","George Jackson",217400,0.559,0.295,7,-11.368,1,0.0341,0.57,5.3e-05,0.106,0.52,89.89,4,21,8
"Josh Kelley","Georgia Clay",183760,0.612,0.731,6,-5.022,1,0.0317,0.0699,0,0.188,0.56,106.982,4,36,3
"Michael Bolton","Georgia On My Mind",298133,0.321,0.435,11,-10.942,1,0.0341,0.256,1.06e-05,0.086,0.174,158.465,3,42,10
"Ray Charles","Georgia On My Mind",372626,0.304,0.289,4,-10.963,0,0.0432,0.752,0,0.756,0.154,147.176,3,40,13
"The Righteous Brothers","Georgia On My Mind",153560,0.368,0.378,5,-9.054,1,0.0306,0.819,2.42e-06,0.25,0.563,95.818,3,20,5
"Wes Montgomery","Georgia On My Mind",165680,0.551,0.167,0,-15.024,1,0.0335,0.927,0.369,0.113,0.185,97.713,3,14,3
"Willie Nelson","Georgia On My Mind",257040,0.33,0.23,0,-14.538,1,0.0484,0.789,0.000213,0.0678,0.183,68.473,4,49,6
"The Candymen","Georgia Pines",146893,0.402,0.27,1,-14.099,1,0.0334,0.664,0,0.094,0.466,121.242,4,1,5
"Trisha Yearwood","Georgia Rain",311360,0.528,0.456,10,-5.618,1,0.0241,0.61,4.62e-05,0.19,0.164,99.092,4,42,9
"Atlanta Rhythm Section","Georgia Rhythm",293800,0.71,0.588,7,-8.868,1,0.0372,0.41,2.05e-06,0.0836,0.5,117.274,4,35,6
"Tony Bennett","Georgia Rose",176826,0.287,0.267,10,-13.748,0,0.0313,0.932,0.087,0.108,0.141,83.818,1,6,4
"Carolyn Dawn Johnson","Georgia",293160,0.533,0.621,0,-6.285,1,0.032,0.0549,0,0.219,0.279,81.594,4,26,5
"Ludacris & Field Mob Featuring Jamie Foxx","Georgia",261293,0.452,0.872,0,-7.603,0,0.564,0.109,0,0.251,0.528,67.348,4,47,9
"Jewel Akens","Georgie Porgie",128613,0.794,0.51,10,-7.916,1,0.033,0.566,0,0.306,0.849,109.966,4,1,5
"The Seekers","Georgy Girl",140440,0.515,0.496,4,-7.446,1,0.0324,0.265,0,0.182,0.651,153.582,4,55,16
"Eric Benet Featuring Faith Evans","Georgy Porgy",280880,0.728,0.636,11,-7.033,0,0.171,0.00677,8.47e-05,0.296,0.821,96.512,4,58,14
"Toto","Georgy Porgy",247773,0.821,0.573,11,-14.136,0,0.0718,0.105,0.0642,0.0566,0.938,97.12,4,61,10
"Jack Scott","Geraldine",124173,0.669,0.728,2,-11.146,1,0.0447,0.435,0.00359,0.144,0.925,97.36,4,10,1
"Michael Murphey","Geronimo's Cadillac",278466,0.532,0.489,2,-10.245,1,0.0547,0.833,0.0124,0.0854,0.632,121.486,4,32,13
"Sheppard","Geronimo",218227,0.712,0.763,7,-6.254,1,0.0867,0.477,0.00118,0.114,0.503,142.031,4,63,21
"John Mellencamp","Get A Leg Up",227200,0.602,0.907,2,-4.632,1,0.0531,0.0069,3.76e-06,0.0706,0.704,138.562,4,36,15
"Soul II Soul","Get A Life",224173,0.761,0.715,10,-11.699,0,0.0669,0.00321,0.0989,0.0484,0.715,101.132,4,44,11
"Eddie Money","Get A Move On",216453,0.606,0.737,2,-7.845,1,0.0498,0.0176,5.68e-05,0.0983,0.587,134.679,4,25,8
"Kenny Chesney","Get Along",199625,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,4,72,21
"DMX Featuring Sheek Of The Lox","Get At Me Dog",243240,0.596,0.623,1,-8.444,1,0.496,0.0399,0,0.729,0.476,97.002,4,47,20
"Bobby Brown","Get Away",310497,0.816,0.765,1,-6.538,0,0.0378,0.0264,1.66e-05,0.0389,0.856,111.751,4,39,16
"Georgie Fame And The Blue Flames","Get Away",150192,0.838,0.587,11,-9.007,1,0.0431,0.206,0.0035,0.113,0.924,96.635,4,5,7
"T.I. Featuring Chris Brown","Get Back Up",264200,0.556,0.699,7,-6.264,1,0.35,0.6,0,0.0937,0.648,83.711,4,46,1
"Billy Preston","Get Back",190440,0.777,0.911,7,-8.349,1,0.0627,0.269,0.000533,0.126,0.703,130.659,4,12,2
"Demi Lovato","Get Back",200213,0.554,0.849,0,-3.618,1,0.106,0.00597,0,0.0431,0.74,75.973,4,49,6
"Ludacris","Get Back",270746,0.582,0.651,1,-4.971,1,0.257,0.0749,0,0.134,0.191,171.463,4,58,20
"Roy Head","Get Back",137706,0.72,0.913,1,-5.274,1,0.248,0.311,0.000186,0.246,0.94,93.373,4,0,2
"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon","Get Buck In Here",229493,0.542,0.71,1,-6.316,1,0.396,0.199,0,0.0727,0.382,90.846,3,53,18
"Young Buck","Get Buck",254493,0.791,0.656,1,-6.058,0,0.187,0.503,0,0.0371,0.606,76.505,4,50,3
"Sean Paul","Get Busy",211666,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,4,73,32
"Talib Kweli","Get By",227426,0.659,0.925,7,-4.76,1,0.388,0.00351,0,0.146,0.77,90.19,4,57,10
"Linda Ronstadt","Get Closer",153066,0.786,0.576,2,-7.425,1,0.0471,0.128,0.00135,0.0406,0.946,118.548,1,20,12
"Seals & Crofts (Featuring Carolyn Willis)","Get Closer",238146,0.653,0.437,2,-12.641,1,0.028,0.434,6.74e-05,0.0689,0.63,96.469,4,54,26
"Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III","Get Dancin'",236626,0.476,0.893,7,-5.922,1,0.184,0.499,0,0.403,0.608,106.129,4,25,15
"Kool & The Gang","Get Down On It",212906,0.879,0.626,7,-6.344,1,0.0604,0.205,6.07e-05,0.056,0.968,110.864,4,71,17
"KC And The Sunshine Band","Get Down Tonight",317106,0.669,0.754,10,-12.223,1,0.0279,0.134,0.0069,0.46,0.906,112.683,4,53,15
"Joe Simon","Get Down, Get Down (Get On The Floor)",176920,0.689,0.559,8,-9.203,1,0.0377,0.196,0,0.148,0.789,113.801,4,7,17
"Craig Mack","Get Down",224920,0.709,0.782,7,-3.438,1,0.227,0.262,1.64e-05,0.0721,0.644,94.168,4,40,20
"Curtis Mayfield","Get Down",348333,0.699,0.96,1,-7.244,0,0.1,0.198,1.36e-06,0.675,0.57,117.427,4,35,7
"Gene Chandler","Get Down",216613,0.803,0.556,7,-12.01,1,0.125,0.338,0.0296,0.639,0.692,114.398,4,23,9
"Gilbert O'Sullivan","Get Down",159866,0.77,0.888,1,-6.564,1,0.0342,0.511,8.39e-06,0.0472,0.919,124.659,4,32,15
"Harvey Scales","Get Down",167906,0.556,0.863,1,-7.446,1,0.407,0.00256,0.392,0.127,0.692,151.714,4,2,6
"Lil Yachty Featuring Playboi Carti","Get Dripped",158769,0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,4,73,1
"Toby Keith","Get Drunk And Be Somebody",178840,0.623,0.899,2,-3.997,1,0.0577,0.24,0,0.344,0.663,128.046,4,44,20
"Ideal","Get Gone",275173,0.702,0.52,10,-8.581,1,0.0725,0.435,0,0.299,0.467,120.005,4,37,22
"Robin Thicke","Get Her Back",213173,0.579,0.287,4,-13.642,0,0.0828,0.915,0,0.0969,0.735,187.797,4,47,1
"Oleta Adams","Get Here",276733,0.381,0.221,10,-16.143,1,0.0345,0.783,0,0.124,0.235,108.282,4,48,23
"The Exciters","Get Him",133133,0.612,0.524,10,-17.744,1,0.0523,0.544,0,0.212,0.962,90.508,4,14,3
"The Isley Brothers","Get Into Something",449786,0.577,0.84,9,-8.153,1,0.0886,0.279,0.000851,0.165,0.813,114.684,4,22,3
"Raphael Saadiq & Q-Tip","Get Involved",319400,0.538,0.748,10,-7.352,0,0.0549,0.0193,9.51e-06,0.672,0.57,108.3,4,23,8
"The Power Station","Get It On (Bang A Gong)",329973,0.681,0.939,9,-6.371,1,0.0959,0.0597,0.0733,0.0764,0.665,124.302,4,44,15
"Montell Jordan","Get It On Tonite",277413,0.806,0.494,10,-9.973,0,0.0786,0.278,4.69e-05,0.0633,0.861,99.003,4,53,32
"Chase","Get It On",179146,0.409,0.902,5,-5.714,1,0.1,0.487,0.00358,0.035,0.728,135.797,4,29,13
"Kingdom Come","Get It On",261596,0.418,0.701,7,-13.222,1,0.0431,0.00809,0.000157,0.347,0.499,79.022,4,39,6
"Fat Joe Featuring Nelly","Get It Poppin'",211320,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.52,100.813,4,47,20
"Gerry Rafferty","Get It Right Next Time",282040,0.565,0.549,0,-14.112,1,0.0342,0.0328,0.00153,0.401,0.438,125.79,4,45,13
"Aretha Franklin","Get It Right",375106,0.755,0.702,1,-8.539,1,0.157,0.0226,0,0.0386,0.804,122.338,4,44,8
"Glee Cast","Get It Right",227853,0.419,0.549,2,-5.696,1,0.0322,0.331,0,0.073,0.141,83.555,4,52,2
"Lloyd","Get It Shawty",209533,0.825,0.909,5,-4.009,0,0.267,0.133,0,0.0508,0.625,128.003,4,62,22
"Pitbull Featuring Shakira","Get It Started",245920,0.693,0.849,1,-3.259,0,0.189,0.0668,0,0.69,0.599,128.971,4,38,2
"702","Get It Together",291400,0.787,0.188,10,-11.456,1,0.0348,0.642,2.48e-06,0.0696,0.271,114.048,4,52,20
"Drake Featuring Jorja Smith & Black Coffee","Get It Together",250337,0.78,0.729,5,-9.138,0,0.0493,0.0896,0.422,0.104,0.844,123.009,4,70,2
"Jackson 5","Get It Together",168013,0.572,0.918,10,-8.364,0,0.0388,0.023,0.000257,0.329,0.855,106.413,4,34,13
"TLC","Get It Up (From ""Poetic Justice"")",254666,0.751,0.874,7,-5.509,1,0.0348,0.0422,0.0139,0.0642,0.754,104.89,4,36,17
"Ronnie Milsap","Get It Up",320320,0.682,0.615,9,-12.586,1,0.0703,0.0668,1.56e-05,0.0867,0.911,200.37,4,7,11
"Twista","Get It Wet",242960,0.678,0.795,5,-9.313,0,0.0822,0.00781,0,0.156,0.55,128.949,1,46,2
"Janis Joplin","Get It While You Can",203400,0.39,0.443,5,-9.629,1,0.0298,0.58,0.000184,0.125,0.344,147.016,3,45,2
"Stevie Wonder & Michael Jackson","Get It",272693,0.768,0.572,11,-15.655,0,0.0375,0.0331,0.315,0.11,0.944,117.997,4,20,6
"Keith Murray","Get Lifted",242102,0.849,0.549,2,-10.698,1,0.348,0.53,0,0.0552,0.696,92.585,4,33,10
"David Banner Featuring Chris Brown","Get Like Me",224546,0.935,0.747,1,-4.231,1,0.391,0.00417,0,0.207,0.736,117.613,5,58,21
"Dillon Francis & DJ Snake","Get Low",212773,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4,65,9
"Lil Jon & The East Side Boyz Featuring Ying Yang Twins","Get Low",334066,0.771,0.621,1,-7.453,1,0.0376,0.0295,0,0.124,0.154,101.013,4,65,45
"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida","Get Low",256120,0.802,0.837,8,-6.269,1,0.13,0.12,0,0.288,0.83,124.951,4,44,1
"Zedd & Liam Payne","Get Low",204583,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,4,66,1
"Daft Punk Featuring Pharrell Williams","Get Lucky",369626,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,74,29
"Beyonce","Get Me Bodied",263008,0.822,0.935,11,-7.741,0,0.344,0.011,0,0.379,0.396,97.02,4,58,19
"Thomas Rhett","Get Me Some Of That",187400,0.549,0.866,6,-5.306,1,0.0476,0.0733,0,0.25,0.767,87.964,4,62,20
"The Electric Prunes","Get Me To The World On Time",152626,0.336,0.677,5,-11.963,1,0.0548,0.704,0.00197,0.11,0.315,103.035,4,24,8
"Junior M.A.F.I.A. Featuring The Notorious B.I.G.","Get Money",274937,0.727,0.83,2,-5.835,1,0.286,0.478,0,0.251,0.894,91.174,4,60,20
"Toby Keith","Get My Drink On",187053,0.579,0.955,2,-4.252,1,0.0536,0.0161,0.000304,0.131,0.816,99.869,4,26,5
"Cassidy Featuring Mashonda","Get No Better",234853,0.717,0.597,2,-7.83,1,0.189,0.292,0,0.128,0.566,95.018,4,48,12
"B.B. King","Get Off My Back Woman",196333,0.71,0.538,2,-12.084,1,0.037,0.21,1.91e-05,0.039,0.854,102.246,4,15,8
"The Rolling Stones","Get Off Of My Cloud",175080,0.579,0.877,4,-8.83,1,0.0488,0.0289,0.571,0.0656,0.9,126.336,4,56,12
"Foxy","Get Off",341293,0.93,0.547,9,-8.289,1,0.22,0.0109,0.000881,0.0559,0.955,130.792,4,42,21
"Jodeci","Get On Up",225933,0.713,0.578,11,-7.799,1,0.233,0.587,0,0.452,0.66,93.103,4,51,18
"The Esquires","Get On Up",144600,0.704,0.472,9,-12.508,1,0.0315,0.596,0,0.0604,0.963,117.931,4,25,15
"U2","Get On Your Boots",205146,0.559,0.75,7,-6.174,0,0.0344,5.73e-05,0.00898,0.193,0.635,149.025,4,31,3
"Gloria Estefan","Get On Your Feet",218133,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,4,45,17
"Nicki Minaj Featuring Ariana Grande","Get On Your Knees",216493,0.653,0.445,0,-7.183,0,0.0413,0.31,0,0.116,0.176,144.02,4,54,1
"Tommy James And The Shondells","Get Out Now",133906,0.718,0.397,11,-13.597,1,0.0407,0.0443,0,0.165,0.508,124.672,4,10,7
"Livingston Taylor","Get Out Of Bed",172200,0.5,0.446,7,-10.486,1,0.0477,0.417,0,0.0806,0.638,116.511,4,10,2
"Bob Seger","Get Out Of Denver",320240,0.25,0.991,2,-3.36,1,0.507,0.0389,4.11e-05,0.909,0.368,158.905,4,33,4
"Lee Dorsey","Get Out Of My Life, Woman",146266,0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594,3,53,10
"Billy Ocean","Get Outta My Dreams, Get Into My Car",333506,0.661,0.911,4,-6.571,1,0.0417,0.0557,5.68e-06,0.349,0.919,117.147,4,60,20
"Eagles","Get Over It",211720,0.507,0.915,2,-4.579,1,0.0953,0.051,0.000495,0.291,0.61,164.966,4,49,14
"2 Unlimited","Get Ready For This",327586,0.82,0.921,11,-8.019,0,0.05,0.00291,0.83,0.0775,0.628,124.832,4,35,34
"Brooklyn Bounce","Get Ready To Bounce",215160,0.794,0.965,0,-7.133,1,0.0774,0.0197,0.29,0.34,0.652,135.957,4,35,4
"Rare Earth","Get Ready",173706,0.619,0.833,2,-10.136,0,0.0295,0.0264,0.0204,0.26,0.963,136.783,4,43,20
"The Temptations","Get Ready",164160,0.59,0.737,7,-5.867,1,0.0384,0.404,0,0.108,0.877,132.966,4,66,7
"Johnny Cash","Get Rhythm",133120,0.914,0.465,5,-11.406,1,0.0618,0.67,0,0.222,0.932,110.205,4,57,6
"Migos","Get Right Witcha",257545,0.95,0.743,10,-5.861,0,0.238,0.0646,1.19e-05,0.103,0.62,136.98,4,68,1
"Jennifer Lopez","Get Right",225533,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,4,56,17
"Cut 'N' Move","Get Serious",229106,0.81,0.695,5,-12.172,1,0.0755,0.00137,0.0142,0.0914,0.603,108.948,4,37,6
"V.I.C.","Get Silly",227120,0.846,0.814,1,-4.945,1,0.353,0.0769,0,0.0588,0.671,75.01,4,57,17
"Thompson Twins","Get That Love",235933,0.743,0.799,6,-5.366,1,0.027,0.085,0.000136,0.0524,0.762,104.893,4,23,11
"Eddie Kendricks","Get The Cream Off The Top",188933,0.741,0.716,1,-7.722,1,0.0564,0.486,0.000115,0.319,0.928,108.527,4,8,8
"The Brothers Johnson","Get The Funk Out Ma Face",147000,0.894,0.568,2,-13.207,1,0.0952,0.332,0.0281,0.0666,0.742,106.025,4,50,15
"Brian Hyland","Get The Message",166672,0.573,0.646,2,-9.158,0,0.029,0.305,7.6e-05,0.0573,0.736,105.105,4,4,2
"P!nk","Get The Party Started",192533,0.802,0.904,11,-3.267,0,0.0459,0.00108,0,0.173,0.961,128.931,4,68,24
"Big Mountain","Get Together",303133,0.68,0.914,0,-7.392,1,0.0418,0.0529,0.00493,0.226,0.879,97.055,4,33,13
"The Youngbloods","Get Together",279280,0.542,0.492,2,-11.927,1,0.0256,0.467,0.00105,0.0863,0.58,103.064,4,53,25
"Jason Derulo","Get Ugly",200492,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,4,66,12
"Lil Baby","Get Ugly",155832,0.681,0.414,1,-6.944,0,0.223,0.177,0,0.178,0.0734,148.03,4,56,1
"Cardi B","Get Up 10",231453,0.806,0.57,1,-6.927,1,0.246,0.0977,0,0.105,0.454,93.015,4,65,2
"Silver Convention","Get Up And Boogie (That's Right)",170066,0.801,0.545,7,-14.876,1,0.0306,0.119,0.00194,0.079,0.966,104.989,4,40,21
"The Dramatics","Get Up And Get Down",191226,0.576,0.608,1,-15.815,0,0.0785,0.167,0,0.348,0.756,99.958,4,37,7
"Go-Go's","Get Up And Go",196906,0.609,0.826,9,-10.574,1,0.0342,0.00488,0.00841,0.0565,0.818,99.476,4,31,9
"James Brown","Get Up Offa That Thing",250200,0.883,0.664,4,-10.395,1,0.411,0.225,2.3e-06,0.941,0.8,118.104,4,54,7
"Keith Sweat (Featuring Kut Klose)","Get Up On It",306800,0.663,0.554,2,-8.657,0,0.0307,0.0487,1.03e-05,0.109,0.657,124.798,4,45,16
"James Brown","Get Up, Get Into It, Get Involved (Pt. 1)",425733,0.759,0.984,2,-3.76,1,0.153,0.478,0.00132,0.113,0.926,107.947,4,23,8
"Technotronic","Get Up! (Before The Night Is Over)",337093,0.79,0.727,6,-11.84,0,0.105,0.00418,0.000162,0.0628,0.67,123.958,4,56,20
"50 Cent","Get Up",195680,0.703,0.891,7,-2.614,1,0.18,0.042,0,0.301,0.444,92.483,4,57,9
"Amel Larrieux","Get Up",244866,0.631,0.494,11,-8.335,0,0.101,0.31,1.77e-05,0.064,0.542,88.559,4,42,3
"Ciara Featuring Chamillionaire","Get Up",263373,0.941,0.631,1,-5.998,0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,4,56,20
"Lost Boyz","Get Up",243760,0.813,0.61,9,-6.652,1,0.164,0.022,0,0.0247,0.618,94.818,4,26,17
"Justin Bieber","Get Used To It",238133,0.675,0.689,0,-8.461,1,0.0536,0.0237,0,0.178,0.463,110.065,4,58,1
"Roger Voudouris","Get Used To It",182120,0.661,0.842,0,-6.893,1,0.047,0.0986,0.000124,0.0534,0.899,85.427,4,34,19
"Lidell Townsell & M.T.F.","Get With U",239933,0.839,0.73,8,-9.903,1,0.0727,0.0598,0.0685,0.105,0.511,120.959,4,14,8
"Daniel Caesar Featuring Kali Uchis","Get You",278179,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,4,79,6
"Florida Georgia Line","Get Your Shine On",222013,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,4,62,20
"Earth, Wind & Fire","Getaway",227080,0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,4,48,19
"The Beach Boys","Getcha Back",181493,0.627,0.905,1,-6.002,0,0.048,0.823,1.21e-05,0.319,0.701,114.967,4,37,12
"Too Short Feat. Parliament Funkadelic","Gettin' It",341426,0.902,0.411,1,-5.311,1,0.217,0.176,0,0.119,0.667,84.07,4,62,10
"Will Smith","Gettin' Jiggy Wit It",227694,0.881,0.874,6,-4.505,1,0.139,0.0175,1.19e-06,0.154,0.858,107.891,4,71,32
"David Guetta & Chris Willis Featuring Fergie & LMFAO","Gettin' Over You",187426,0.62,0.87,10,-6.52,0,0.0868,0.149,0,0.0705,0.513,130.079,4,48,20
"Diana Ross","Gettin' Ready For Love",164960,0.595,0.485,10,-12.449,1,0.0851,0.149,0,0.0477,0.574,129.633,4,14,13
"Shawnna","Gettin' Some",202760,0.825,0.597,4,-5.892,0,0.347,0.0698,0,0.0629,0.648,78.059,4,43,19
"Tommy James And The Shondells","Gettin' Together",136533,0.705,0.814,8,-10.893,1,0.0653,0.541,4.56e-05,0.595,0.963,143.006,4,16,8
"Chris Young","Gettin' You Home",212133,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966,4,63,20
"Electronic","Getting Away With It",314600,0.599,0.609,5,-12.164,1,0.0255,0.00147,0.000746,0.116,0.749,126.011,4,47,12
"Papa Roach","Getting Away With Murder",191372,0.564,0.968,1,-3.75,1,0.0631,0.000116,3.97e-05,0.226,0.352,103.885,4,56,16
"Wings","Getting Closer",201933,0.546,0.835,9,-9.446,1,0.0538,0.00179,6.49e-05,0.223,0.911,131.809,4,35,10
"Betty Everett","Getting Mighty Crowded",138266,0.61,0.47,5,-11.599,1,0.0513,0.863,0.00121,0.236,0.809,124.564,4,27,6
"Domino","Getto Jam",259279,0.802,0.547,9,-12.085,1,0.131,0.0312,1.34e-06,0.326,0.492,86.576,4,50,20
"The Spinners","Ghetto Child",230719,0.647,0.405,2,-11.651,0,0.0292,0.387,2.82e-06,0.067,0.737,109.423,4,31,8
"Mo Thugs Family Featuring Bone Thugs-N-Harmony","Ghetto Cowboy",324493,0.693,0.637,0,-5.487,1,0.158,0.00096,0.00498,0.0908,0.204,170.26,4,7,20
"Da Brat Featuring T-Boz","Ghetto Love",204000,0.778,0.611,4,-8.796,0,0.111,0.00451,0,0.336,0.247,93.926,4,29,15
"Cham Featuring Alicia Keys","Ghetto Story Chapter 2",285480,0.623,0.642,2,-5.28,1,0.301,0.357,0,0.227,0.675,103.239,5,41,7
